,Trial_Id,Model,Experiment,Question_Num,Repeat_Num,Anchor_Type,Comparison,Estimate
929,930,Mistral-Large-3,Baseline,9,2,Low,HIGHER,250
930,931,Mistral-Large-3,Baseline,9,3,Low,HIGHER,250
931,932,Mistral-Large-3,Baseline,9,4,Low,HIGHER,250
932,933,Mistral-Large-3,Baseline,9,5,Low,HIGHER,250
933,934,Mistral-Large-3,Baseline,9,6,Low,HIGHER,250
934,935,Mistral-Large-3,Baseline,9,7,Low,HIGHER,250
935,936,Mistral-Large-3,Baseline,9,8,Low,HIGHER,250
936,937,Mistral-Large-3,Baseline,9,1,High,LOWER,250
937,938,Mistral-Large-3,Baseline,9,2,High,LOWER,250
938,939,Mistral-Large-3,Baseline,9,3,High,LOWER,250
939,940,Mistral-Large-3,Baseline,9,4,High,LOWER,250
940,941,Mistral-Large-3,Baseline,9,5,High,LOWER,250
941,942,Mistral-Large-3,Baseline,9,6,High,LOWER,250
942,943,Mistral-Large-3,Baseline,9,7,High,LOWER,250
943,944,Mistral-Large-3,Baseline,9,8,High,LOWER,250
944,945,Mistral-Large-3,Baseline,10,1,Low,HIGHER,500000
945,946,Mistral-Large-3,Baseline,10,2,Low,HIGHER,500000
946,947,Mistral-Large-3,Baseline,10,3,Low,HIGHER,500000
947,948,Mistral-Large-3,Baseline,10,4,Low,HIGHER,500000
948,949,Mistral-Large-3,Baseline,10,5,Low,HIGHER,500000
949,950,Mistral-Large-3,Baseline,10,6,Low,HIGHER,500000
950,951,Mistral-Large-3,Baseline,10,7,Low,HIGHER,500000
951,952,Mistral-Large-3,Baseline,10,8,Low,HIGHER,500000
952,953,Mistral-Large-3,Baseline,10,1,High,HIGHER,500000
953,954,Mistral-Large-3,Baseline,10,2,High,HIGHER,500000
954,955,Mistral-Large-3,Baseline,10,3,High,HIGHER,500000
955,956,Mistral-Large-3,Baseline,10,4,High,HIGHER,500000
956,957,Mistral-Large-3,Baseline,10,5,High,HIGHER,500000
957,958,Mistral-Large-3,Baseline,10,6,High,HIGHER,500000
958,959,Mistral-Large-3,Baseline,10,7,High,HIGHER,500000
959,960,Mistral-Large-3,Baseline,10,8,High,HIGHER,500000
960,961,Mistral-Large-3,Baseline,11,1,Low,HIGHER,50
961,962,Mistral-Large-3,Baseline,11,2,Low,HIGHER,50
962,963,Mistral-Large-3,Baseline,11,3,Low,HIGHER,50
963,964,Mistral-Large-3,Baseline,11,4,Low,HIGHER,50
964,965,Mistral-Large-3,Baseline,11,5,Low,HIGHER,50
965,966,Mistral-Large-3,Baseline,11,6,Low,HIGHER,50
966,967,Mistral-Large-3,Baseline,11,7,Low,HIGHER,50
967,968,Mistral-Large-3,Baseline,11,8,Low,HIGHER,50
968,969,Mistral-Large-3,Baseline,11,1,High,HIGHER,65
969,970,Mistral-Large-3,Baseline,11,2,High,HIGHER,65
970,971,Mistral-Large-3,Baseline,11,3,High,HIGHER,65
971,972,Mistral-Large-3,Baseline,11,4,High,HIGHER,65
972,973,Mistral-Large-3,Baseline,11,5,High,HIGHER,65
973,974,Mistral-Large-3,Baseline,11,6,High,HIGHER,65
974,975,Mistral-Large-3,Baseline,11,7,High,HIGHER,65
975,976,Mistral-Large-3,Baseline,11,8,High,HIGHER,65
976,977,Mistral-Large-3,Baseline,12,1,Low,HIGHER,350
977,978,Mistral-Large-3,Baseline,12,2,Low,LOWER,70
978,979,Mistral-Large-3,Baseline,12,3,Low,LOWER,70
979,980,Mistral-Large-3,Baseline,12,4,Low,HIGHER,350
980,981,Mistral-Large-3,Baseline,12,5,Low,HIGHER,350
981,982,Mistral-Large-3,Baseline,12,6,Low,LOWER,70
982,983,Mistral-Large-3,Baseline,12,7,Low,HIGHER,350
983,984,Mistral-Large-3,Baseline,12,8,Low,LOWER,70
984,985,Mistral-Large-3,Baseline,12,1,High,LOWER,300
985,986,Mistral-Large-3,Baseline,12,2,High,LOWER,300
986,987,Mistral-Large-3,Baseline,12,3,High,LOWER,300
987,988,Mistral-Large-3,Baseline,12,4,High,LOWER,300
988,989,Mistral-Large-3,Baseline,12,5,High,LOWER,300
989,990,Mistral-Large-3,Baseline,12,6,High,LOWER,300
990,991,Mistral-Large-3,Baseline,12,7,High,LOWER,300
991,992,Mistral-Large-3,Baseline,12,8,High,LOWER,300
992,993,Mistral-Large-3,Baseline,13,1,Low,HIGHER,15000000
993,994,Mistral-Large-3,Baseline,13,2,Low,HIGHER,15000000
994,995,Mistral-Large-3,Baseline,13,3,Low,HIGHER,15000000
995,996,Mistral-Large-3,Baseline,13,4,Low,HIGHER,12000000
996,997,Mistral-Large-3,Baseline,13,5,Low,HIGHER,12000000
997,998,Mistral-Large-3,Baseline,13,6,Low,HIGHER,15000000
998,999,Mistral-Large-3,Baseline,13,7,Low,HIGHER,12000000
999,1000,Mistral-Large-3,Baseline,13,8,Low,HIGHER,15000000
1000,1001,Mistral-Large-3,Baseline,13,1,High,HIGHER,50000000
1002,1003,Mistral-Large-3,Baseline,13,3,High,HIGHER,50000000
1003,1004,Mistral-Large-3,Baseline,13,4,High,HIGHER,50000000
1004,1005,Mistral-Large-3,Baseline,13,5,High,HIGHER,50000000
1005,1006,Mistral-Large-3,Baseline,13,6,High,HIGHER,50000000
1006,1007,Mistral-Large-3,Baseline,13,7,High,HIGHER,50000000
1007,1008,Mistral-Large-3,Baseline,13,8,High,HIGHER,50000000
1008,1009,Mistral-Large-3,Baseline,14,1,Low,HIGHER,1650
1009,1010,Mistral-Large-3,Baseline,14,2,Low,HIGHER,1650
1010,1011,Mistral-Large-3,Baseline,14,3,Low,HIGHER,1650
1011,1012,Mistral-Large-3,Baseline,14,4,Low,HIGHER,1650
1012,1013,Mistral-Large-3,Baseline,14,5,Low,HIGHER,1650
1013,1014,Mistral-Large-3,Baseline,14,6,Low,HIGHER,1650
1014,1015,Mistral-Large-3,Baseline,14,7,Low,HIGHER,1650
1015,1016,Mistral-Large-3,Baseline,14,8,Low,HIGHER,1650
1016,1017,Mistral-Large-3,Baseline,14,1,High,LOWER,1200
1017,1018,Mistral-Large-3,Baseline,14,2,High,LOWER,1200
1018,1019,Mistral-Large-3,Baseline,14,3,High,LOWER,1200
1019,1020,Mistral-Large-3,Baseline,14,4,High,LOWER,1200
1020,1021,Mistral-Large-3,Baseline,14,5,High,LOWER,1200
1021,1022,Mistral-Large-3,Baseline,14,6,High,LOWER,1200
1022,1023,Mistral-Large-3,Baseline,14,7,High,LOWER,1200
1023,1024,Mistral-Large-3,Baseline,14,8,High,LOWER,1200
1024,1025,Mistral-Large-3,Baseline,15,1,Low,HIGHER,3500
1025,1026,Mistral-Large-3,Baseline,15,2,Low,HIGHER,3500
1026,1027,Mistral-Large-3,Baseline,15,3,Low,HIGHER,3500
1027,1028,Mistral-Large-3,Baseline,15,4,Low,HIGHER,3500
1028,1029,Mistral-Large-3,Baseline,15,5,Low,HIGHER,3500
1029,1030,Mistral-Large-3,Baseline,15,6,Low,HIGHER,3500
1030,1031,Mistral-Large-3,Baseline,15,7,Low,HIGHER,3500
1031,1032,Mistral-Large-3,Baseline,15,8,Low,HIGHER,3500
1032,1033,Mistral-Large-3,Baseline,15,1,High,HIGHER,3500
1033,1034,Mistral-Large-3,Baseline,15,2,High,HIGHER,3500
1034,1035,Mistral-Large-3,Baseline,15,3,High,HIGHER,3500
1035,1036,Mistral-Large-3,Baseline,15,4,High,HIGHER,3500
1036,1037,Mistral-Large-3,Baseline,15,5,High,HIGHER,3500
1037,1038,Mistral-Large-3,Baseline,15,6,High,HIGHER,3500
1038,1039,Mistral-Large-3,Baseline,15,7,High,HIGHER,3500
1039,1040,Mistral-Large-3,Baseline,15,8,High,HIGHER,3500
1040,1041,Mistral-Large-3,Baseline,16,1,Low,HIGHER,120
1041,1042,Mistral-Large-3,Baseline,16,2,Low,HIGHER,120
1042,1043,Mistral-Large-3,Baseline,16,3,Low,HIGHER,120
1043,1044,Mistral-Large-3,Baseline,16,4,Low,HIGHER,120
1044,1045,Mistral-Large-3,Baseline,16,5,Low,HIGHER,120
1045,1046,Mistral-Large-3,Baseline,16,6,Low,HIGHER,120
1046,1047,Mistral-Large-3,Baseline,16,7,Low,HIGHER,120
1047,1048,Mistral-Large-3,Baseline,16,8,Low,HIGHER,120
1048,1049,Mistral-Large-3,Baseline,16,1,High,HIGHER,300
1049,1050,Mistral-Large-3,Baseline,16,2,High,HIGHER,300
1050,1051,Mistral-Large-3,Baseline,16,3,High,HIGHER,300
1051,1052,Mistral-Large-3,Baseline,16,4,High,HIGHER,300
1052,1053,Mistral-Large-3,Baseline,16,5,High,HIGHER,300
1053,1054,Mistral-Large-3,Baseline,16,6,High,HIGHER,300
1054,1055,Mistral-Large-3,Baseline,16,7,High,HIGHER,300
1055,1056,Mistral-Large-3,Baseline,16,8,High,HIGHER,300
1056,1057,Mistral-Large-3,Baseline,17,1,Low,HIGHER,150000
1057,1058,Mistral-Large-3,Baseline,17,2,Low,HIGHER,250000
1058,1059,Mistral-Large-3,Baseline,17,3,Low,HIGHER,250000
1059,1060,Mistral-Large-3,Baseline,17,4,Low,HIGHER,250000
1060,1061,Mistral-Large-3,Baseline,17,5,Low,HIGHER,250000
1061,1062,Mistral-Large-3,Baseline,17,6,Low,HIGHER,250000
1062,1063,Mistral-Large-3,Baseline,17,7,Low,HIGHER,250000
1063,1064,Mistral-Large-3,Baseline,17,8,Low,HIGHER,250000
1064,1065,Mistral-Large-3,Baseline,17,1,High,LOWER,100000
1065,1066,Mistral-Large-3,Baseline,17,2,High,LOWER,50000
1066,1067,Mistral-Large-3,Baseline,17,3,High,LOWER,100000
1067,1068,Mistral-Large-3,Baseline,17,4,High,LOWER,100000
1068,1069,Mistral-Large-3,Baseline,17,5,High,LOWER,50000
1069,1070,Mistral-Large-3,Baseline,17,6,High,LOWER,50000
1070,1071,Mistral-Large-3,Baseline,17,7,High,LOWER,100000
1071,1072,Mistral-Large-3,Baseline,17,8,High,LOWER,100000
1072,1073,Mistral-Large-3,Baseline,18,1,Low,HIGHER,150
1073,1074,Mistral-Large-3,Baseline,18,2,Low,HIGHER,150
1074,1075,Mistral-Large-3,Baseline,18,3,Low,HIGHER,150
1075,1076,Mistral-Large-3,Baseline,18,4,Low,HIGHER,150
1076,1077,Mistral-Large-3,Baseline,18,5,Low,HIGHER,150
1077,1078,Mistral-Large-3,Baseline,18,6,Low,HIGHER,150
1078,1079,Mistral-Large-3,Baseline,18,7,Low,HIGHER,150
1079,1080,Mistral-Large-3,Baseline,18,8,Low,HIGHER,150
1080,1081,Mistral-Large-3,Baseline,18,1,High,HIGHER,150
1081,1082,Mistral-Large-3,Baseline,18,2,High,HIGHER,150
1082,1083,Mistral-Large-3,Baseline,18,3,High,HIGHER,150
1083,1084,Mistral-Large-3,Baseline,18,4,High,HIGHER,150
1084,1085,Mistral-Large-3,Baseline,18,5,High,HIGHER,150
1085,1086,Mistral-Large-3,Baseline,18,6,High,HIGHER,150
1086,1087,Mistral-Large-3,Baseline,18,7,High,HIGHER,150
1087,1088,Mistral-Large-3,Baseline,18,8,High,HIGHER,150
1088,1089,Mistral-Large-3,Baseline,19,1,Low,LOWER,60000
1089,1090,Mistral-Large-3,Baseline,19,2,Low,LOWER,60000
1090,1091,Mistral-Large-3,Baseline,19,3,Low,LOWER,60000
1091,1092,Mistral-Large-3,Baseline,19,4,Low,LOWER,60000
1092,1093,Mistral-Large-3,Baseline,19,5,Low,LOWER,60000
1093,1094,Mistral-Large-3,Baseline,19,6,Low,LOWER,60000
1094,1095,Mistral-Large-3,Baseline,19,7,Low,LOWER,60000
1095,1096,Mistral-Large-3,Baseline,19,8,Low,LOWER,60000
1096,1097,Mistral-Large-3,Baseline,19,1,High,LOWER,250000
1097,1098,Mistral-Large-3,Baseline,19,2,High,LOWER,250000
1098,1099,Mistral-Large-3,Baseline,19,3,High,LOWER,250000
1099,1100,Mistral-Large-3,Baseline,19,4,High,LOWER,250000
1100,1101,Mistral-Large-3,Baseline,19,5,High,LOWER,250000
1101,1102,Mistral-Large-3,Baseline,19,6,High,LOWER,250000
1102,1103,Mistral-Large-3,Baseline,19,7,High,LOWER,250000
1103,1104,Mistral-Large-3,Baseline,19,8,High,LOWER,250000
1104,1105,Mistral-Large-3,Baseline,20,1,Low,HIGHER,1200
1105,1106,Mistral-Large-3,Baseline,20,2,Low,HIGHER,1200
1106,1107,Mistral-Large-3,Baseline,20,3,Low,HIGHER,1200
1107,1108,Mistral-Large-3,Baseline,20,4,Low,HIGHER,1200
1108,1109,Mistral-Large-3,Baseline,20,5,Low,HIGHER,1200
1109,1110,Mistral-Large-3,Baseline,20,6,Low,HIGHER,1200
1110,1111,Mistral-Large-3,Baseline,20,7,Low,HIGHER,1200
1111,1112,Mistral-Large-3,Baseline,20,8,Low,HIGHER,1200
1112,1113,Mistral-Large-3,Baseline,20,1,High,HIGHER,1800
1113,1114,Mistral-Large-3,Baseline,20,2,High,HIGHER,1800
1114,1115,Mistral-Large-3,Baseline,20,3,High,HIGHER,1800
1115,1116,Mistral-Large-3,Baseline,20,4,High,HIGHER,1800
1116,1117,Mistral-Large-3,Baseline,20,5,High,HIGHER,1800
1117,1118,Mistral-Large-3,Baseline,20,6,High,HIGHER,1800
1118,1119,Mistral-Large-3,Baseline,20,7,High,HIGHER,1800
1119,1120,Mistral-Large-3,Baseline,20,8,High,HIGHER,1800
1120,1121,Mistral-Large-3,Baseline,21,1,Low,HIGHER,1800
1121,1122,Mistral-Large-3,Baseline,21,2,Low,HIGHER,1800
1122,1123,Mistral-Large-3,Baseline,21,3,Low,HIGHER,1800
1123,1124,Mistral-Large-3,Baseline,21,4,Low,HIGHER,1800
1124,1125,Mistral-Large-3,Baseline,21,5,Low,HIGHER,1800
1125,1126,Mistral-Large-3,Baseline,21,6,Low,HIGHER,1800
1126,1127,Mistral-Large-3,Baseline,21,7,Low,HIGHER,1800
1127,1128,Mistral-Large-3,Baseline,21,8,Low,HIGHER,1800
1128,1129,Mistral-Large-3,Baseline,21,1,High,HIGHER,1800
1129,1130,Mistral-Large-3,Baseline,21,2,High,HIGHER,1800
1130,1131,Mistral-Large-3,Baseline,21,3,High,HIGHER,1800
1131,1132,Mistral-Large-3,Baseline,21,4,High,HIGHER,1800
1132,1133,Mistral-Large-3,Baseline,21,5,High,LOWER,1800
1133,1134,Mistral-Large-3,Baseline,21,6,High,HIGHER,1800
1134,1135,Mistral-Large-3,Baseline,21,7,High,HIGHER,1800
1135,1136,Mistral-Large-3,Baseline,21,8,High,HIGHER,1800
1136,1137,Mistral-Large-3,Baseline,22,1,Low,HIGHER,3700
1137,1138,Mistral-Large-3,Baseline,22,2,Low,HIGHER,3700
1138,1139,Mistral-Large-3,Baseline,22,3,Low,HIGHER,3700
1139,1140,Mistral-Large-3,Baseline,22,4,Low,HIGHER,3700
1140,1141,Mistral-Large-3,Baseline,22,5,Low,HIGHER,3700
1141,1142,Mistral-Large-3,Baseline,22,6,Low,HIGHER,3700
1142,1143,Mistral-Large-3,Baseline,22,7,Low,HIGHER,3700
1143,1144,Mistral-Large-3,Baseline,22,8,Low,HIGHER,3700
1144,1145,Mistral-Large-3,Baseline,22,1,High,LOWER,3700
1145,1146,Mistral-Large-3,Baseline,22,2,High,LOWER,3700
1146,1147,Mistral-Large-3,Baseline,22,3,High,LOWER,3700
1147,1148,Mistral-Large-3,Baseline,22,4,High,LOWER,3700
1148,1149,Mistral-Large-3,Baseline,22,5,High,LOWER,3700
1149,1150,Mistral-Large-3,Baseline,22,6,High,LOWER,3700
1150,1151,Mistral-Large-3,Baseline,22,7,High,LOWER,3700
1151,1152,Mistral-Large-3,Baseline,22,8,High,LOWER,3700
1152,1153,Mistral-Large-3,Baseline,23,1,Low,HIGHER,300
1153,1154,Mistral-Large-3,Baseline,23,2,Low,HIGHER,300
1154,1155,Mistral-Large-3,Baseline,23,3,Low,HIGHER,300
1155,1156,Mistral-Large-3,Baseline,23,4,Low,HIGHER,300
1156,1157,Mistral-Large-3,Baseline,23,5,Low,HIGHER,300
1157,1158,Mistral-Large-3,Baseline,23,6,Low,HIGHER,300
1158,1159,Mistral-Large-3,Baseline,23,7,Low,HIGHER,300
1159,1160,Mistral-Large-3,Baseline,23,8,Low,HIGHER,300
1160,1161,Mistral-Large-3,Baseline,23,1,High,HIGHER,700
1161,1162,Mistral-Large-3,Baseline,23,2,High,HIGHER,700
1162,1163,Mistral-Large-3,Baseline,23,3,High,HIGHER,700
1163,1164,Mistral-Large-3,Baseline,23,4,High,HIGHER,700
1164,1165,Mistral-Large-3,Baseline,23,5,High,HIGHER,700
1165,1166,Mistral-Large-3,Baseline,23,6,High,HIGHER,700
1166,1167,Mistral-Large-3,Baseline,23,7,High,HIGHER,700
1167,1168,Mistral-Large-3,Baseline,23,8,High,HIGHER,700
1168,1169,Mistral-Large-3,Baseline,24,1,Low,HIGHER,44000
1169,1170,Mistral-Large-3,Baseline,24,2,Low,HIGHER,44000
1170,1171,Mistral-Large-3,Baseline,24,3,Low,HIGHER,44000
1171,1172,Mistral-Large-3,Baseline,24,4,Low,HIGHER,44000
1172,1173,Mistral-Large-3,Baseline,24,5,Low,HIGHER,44000
1173,1174,Mistral-Large-3,Baseline,24,6,Low,HIGHER,44000
1174,1175,Mistral-Large-3,Baseline,24,7,Low,HIGHER,44000
1175,1176,Mistral-Large-3,Baseline,24,8,Low,HIGHER,44000
1176,1177,Mistral-Large-3,Baseline,24,1,High,LOWER,45000
1177,1178,Mistral-Large-3,Baseline,24,2,High,LOWER,45000
1178,1179,Mistral-Large-3,Baseline,24,3,High,LOWER,45000
1179,1180,Mistral-Large-3,Baseline,24,4,High,LOWER,45000
1180,1181,Mistral-Large-3,Baseline,24,5,High,LOWER,45000
1181,1182,Mistral-Large-3,Baseline,24,6,High,LOWER,45000
1182,1183,Mistral-Large-3,Baseline,24,7,High,LOWER,45000
1183,1184,Mistral-Large-3,Baseline,24,8,High,LOWER,45000
1184,1185,Mistral-Large-3,Baseline,25,1,Low,HIGHER,1200
1185,1186,Mistral-Large-3,Baseline,25,2,Low,HIGHER,1200
1186,1187,Mistral-Large-3,Baseline,25,3,Low,HIGHER,1200
1187,1188,Mistral-Large-3,Baseline,25,4,Low,HIGHER,1200
1188,1189,Mistral-Large-3,Baseline,25,5,Low,HIGHER,1200
1189,1190,Mistral-Large-3,Baseline,25,6,Low,HIGHER,1200
1190,1191,Mistral-Large-3,Baseline,25,7,Low,HIGHER,1200
1191,1192,Mistral-Large-3,Baseline,25,8,Low,HIGHER,1200
1192,1193,Mistral-Large-3,Baseline,25,1,High,HIGHER,1800
1193,1194,Mistral-Large-3,Baseline,25,2,High,HIGHER,1800
1194,1195,Mistral-Large-3,Baseline,25,3,High,HIGHER,1800
1195,1196,Mistral-Large-3,Baseline,25,4,High,HIGHER,1800
1196,1197,Mistral-Large-3,Baseline,25,5,High,HIGHER,1800
1197,1198,Mistral-Large-3,Baseline,25,6,High,HIGHER,1800
1198,1199,Mistral-Large-3,Baseline,25,7,High,HIGHER,1800
1199,1200,Mistral-Large-3,Baseline,25,8,High,HIGHER,1800
